Best Degree, 10, Best Lamda,0.0
,,,
,,,
Degree of Polynomial, Lamda, Training Data, Testing Data
,,,
,,,
3, 3.0, 0.18891445190643752, 0.2067941921875373
3, 4.0, 0.2018893697410192, 0.2073976724281808
3, 5.0, 0.21391188399418584, 0.20851677779493608
3, 6.0, 0.22534334064298686, 0.21020339657690174
3, 7.0, 0.23633092659083904, 0.21239219782274468
3, 8.0, 0.24693913951575094, 0.2149935831212248
3, 9.0, 0.25719772069084723, 0.2179206180114878
3, 10.0, 0.26712159229000493, 0.22109687852863796
,,,
,,,
4, -5.0, 0.46753851525058643, 0.5605607545985618
4, -4.0, 0.6945621847897084, 0.7082417071155749
4, -3.0, 7.8568674212277365, 6.516821937359448
4, -2.0, 0.5002486111531378, 0.5900614719672319
4, -1.0, 0.2142963934442452, 0.31218713792670705
4, 0.0, 0.0017033592649535302, 0.06855976903651326
4, 1.0, 0.13001388348850004, 0.18247867236816326
4, 2.0, 0.15056884244184413, 0.19029993798330783
4, 3.0, 0.16481675449696057, 0.19234893748366305
4, 4.0, 0.1772539918055492, 0.1936765924880349
4, 5.0, 0.18887950412977225, 0.1952024846423909
4, 6.0, 0.20001863629056588, 0.19712180047838695
4, 7.0, 0.21079445963870455, 0.19944057637487686
4, 8.0, 0.22125548598213732, 0.2021096541288526
4, 9.0, 0.2314203271795345, 0.20506683257557431
4, 10.0, 0.241295654611141, 0.20825148639608476
,,,
,,,
5, -5.0, 0.5517547995614461, 0.6384598362617957
5, -4.0, 1.3908603863866174, 1.2965441330599188
5, -3.0, 5.32352293553332, 4.5774645088636765
5, -2.0, 0.2712133205352828, 0.3638772848332131
5, -1.0, 0.20484952365679596, 0.29996183143508615
5, 0.0, 0.0016473283170398553, 0.06805149156299709
5, 1.0, 0.11857968603847707, 0.17038669299667217
5, 2.0, 0.13674222978315018, 0.1793639392787775
5, 3.0, 0.14963257525489249, 0.18210661754308127
5, 4.0, 0.1610958480267228, 0.18381716330507913
5, 5.0, 0.17197856686291144, 0.18555372987523716
5, 6.0, 0.18253513369927685, 0.18758231149222432
5, 7.0, 0.19284765953904756, 0.18994828115988366
5, 8.0, 0.20293850056106952, 0.19262626274396194
5, 9.0, 0.21280834812837027, 0.1955692596404588
5, 10.0, 0.22245087757340284, 0.1987266883403183
,,,
,,,
6, -5.0, 0.719754018613255, 0.7911812877739421
6, -4.0, 7.382430077519839, 6.255956008392224
6, -3.0, 0.7356143829097769, 0.7233411666892696
6, -2.0, 0.20803065429604387, 0.29565600355822
6, -1.0, 0.20029093510058493, 0.2938404324741656
6, 0.0, 0.0016242704626224693, 0.0692094555202652
6, 1.0, 0.11337034814396904, 0.16313416806680045
6, 2.0, 0.1289135639258526, 0.17208776322561303
6, 3.0, 0.14028946312497748, 0.17504996055882643
6, 4.0, 0.1506473425907844, 0.17690157863068628
6, 5.0, 0.16066363185976937, 0.17870656762978862
6, 6.0, 0.17051883284093786, 0.1807528746083826
6, 7.0, 0.18025369115507625, 0.18310304707840003
6, 8.0, 0.18986422880291587, 0.18574392304850113
6, 9.0, 0.199332964711695, 0.18863710165263564
6, 10.0, 0.20864028549761837, 0.19173804609455278
,,,
,,,
7, -5.0, 1.132429700325603, 1.1570099360906336
7, -4.0, 17.550429037625072, 14.018419656686657
7, -3.0, 0.33826570423517616, 0.38174031691188376
7, -2.0, 0.18055490840365146, 0.26318518656684925
7, -1.0, 0.19773370438656898, 0.29029770189666554
7, 0.0, 0.0015913576172609993, 0.06849564354450584
7, 1.0, 0.11145391423094236, 0.15893658701934105
7, 2.0, 0.12473324895137043, 0.1673369351615384
7, 3.0, 0.1346994292915728, 0.1702511049693644
7, 4.0, 0.14399193516473785, 0.1721002457218984
7, 5.0, 0.1531480062837757, 0.1738889061133892
7, 6.0, 0.16228751541729045, 0.17589919273835838
7, 7.0, 0.17141724827875907, 0.17819738762521437
7, 8.0, 0.18051136795828315, 0.18077532333023433
7, 9.0, 0.18953705599132162, 0.18359902124415245
7, 10.0, 0.19846328078005693, 0.18662746114264162
,,,
,,,
8, -5.0, 2.8355292655609725, 2.613873664445524
8, -4.0, 1.204080234926749, 0.9947915654402004
8, -3.0, 0.2295232072021753, 0.2853969418800591
8, -2.0, 0.16572447584917155, 0.24383625126169894
8, -1.0, 0.1960852007453629, 0.28795137836787177
8, 0.0, 5.843082580076832E-5, 0.06489213684665365
8, 1.0, 0.11115045299408687, 0.15657716237448227
8, 2.0, 0.12271834424855045, 0.1642687958670646
8, 3.0, 0.13149474845018802, 0.16700774154499307
8, 4.0, 0.13984452132277256, 0.16878093623041274
8, 5.0, 0.14821353560198747, 0.1705104556515154
8, 6.0, 0.156680041871151, 0.17245913312397404
8, 7.0, 0.16522693050257423, 0.1746896497839961
8, 8.0, 0.1738125758148733, 0.17719464825374362
8, 9.0, 0.1823927618363281, 0.17994207950620994
8, 10.0, 0.19092772819621756, 0.18289291078947645
,,,
,,,
9, -5.0, 116.772406811161, 94.46608249793344
9, -4.0, 0.42886782194201933, 0.4003520777587344
9, -3.0, 0.18622240452078742, 0.24540841749890116
9, -2.0, 0.15673608286940072, 0.230676208231218
9, -1.0, 0.19483694977795016, 0.2861326093812303
9, 0.0, 3.142010705317299E-5, 0.06730931804950632
9, 1.0, 0.1115441545462795, 0.15529150635155317
9, 2.0, 0.12195364912841877, 0.16230391254172288
9, 3.0, 0.12979138368942922, 0.16482416097313243
9, 4.0, 0.13735131090874367, 0.16649178701482475
9, 5.0, 0.14503525472297896, 0.16814590909494434
9, 6.0, 0.15289878634428924, 0.17002528452827148
9, 7.0, 0.16091088863090378, 0.17218550095975127
9, 8.0, 0.1690202177169284, 0.17461776364524986
9, 9.0, 0.17717516609558953, 0.1772905304970629
9, 10.0, 0.18533003505658782, 0.18016585808419355
,,,
,,,
10, -5.0, 2.8742897421455744, 2.1039508399460227
10, -4.0, 0.2538558934925873, 0.2720279146608967
10, -3.0, 0.16565121476994848, 0.22526852697439687
10, -2.0, 0.15097274776889, 0.22094179244992046
10, -1.0, 0.19369452134398416, 0.2844336578612693
10, 0.0, 0.0031727028032410036, 0.05058365365479182
10, 1.0, 0.11215878777281611, 0.15461826357686137
10, 2.0, 0.12188211958452894, 0.1610570062955406
10, 3.0, 0.12902056839802675, 0.16336053029393763
10, 4.0, 0.13594532473712204, 0.164918187317695
10, 5.0, 0.14305338594072403, 0.1664960532701349
10, 6.0, 0.15039384812528242, 0.16830873240465644
10, 7.0, 0.15793043951618718, 0.17040348780856396
10, 8.0, 0.16560743276316925, 0.17276901461185445
10, 9.0, 0.17336941126296956, 0.17537350833633153
10, 10.0, 0.18116728086381526, 0.17817959902270084
,,,
,,,
,,,
